,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,id_geography,id_gender,previsoes
2371,607.0,45.0,2.0,0.0,1.0,1.0,0.0,34733.95746766747,0.0,1.0,1
2373,732.0,48.0,4.0,102962.62,1.0,1.0,0.0,120852.85,2.0,0.0,1
2375,513.0,48.0,2.0,0.0,1.0,1.0,1.0,114709.12999999999,1.0,1.0,1
2376,639.0,31.0,3.0000000000000004,137290.6544570667,1.0,0.0,0.0,171434.90539228462,1.0,0.0,1
2377,546.0,40.0,2.0,0.0,1.0,0.0,0.0,73789.02670459045,0.0,0.0,1
2378,642.0,39.0,8.0,128264.03,1.0,1.0,0.0,61792.76000000001,2.0,0.0,1
2380,657.0,36.0,8.0,188241.05,2.0,0.0,0.0,183058.51,1.0,1.0,1
2384,670.0,41.0,4.0,121588.93476859193,3.0,0.0,0.0,145891.9591992867,2.0,0.0,1
2385,575.0,47.0,8.0,105741.55651314522,1.0,1.0,0.0,163886.03212544814,0.0,0.0,1
2388,622.0,50.0,4.0,130388.95800255252,2.0,1.0,0.0,184642.69401605986,1.0,0.0,1
2389,502.0,42.0,0.0,132002.7,1.0,0.0,1.0,28204.980000000003,2.0,0.0,1
2390,759.0,46.0,2.0,0.0,1.0,1.0,1.0,138380.11,0.0,0.0,1
2391,559.0,40.0,6.000000000000001,0.0,1.0,0.0,0.0,38410.65917427843,0.0,0.0,1
2392,587.0,45.0,8.0,134980.74,1.0,1.0,1.0,123309.57,2.0,0.0,1
2393,704.0,44.0,6.000000000000001,0.0,1.0,1.0,0.0,5173.617070794981,0.0,0.0,1
2397,662.0,42.0,3.0000000000000004,150014.5618763236,1.0,0.0,0.0,174547.65656291673,2.0,1.0,1
2399,534.0,42.0,5.0,107612.41790371707,1.0,1.0,0.0,41588.55792275516,2.0,0.0,1
2402,783.0,47.0,9.0,148855.4377032437,1.0,0.0,0.0,16028.74415707067,0.0,0.0,1
2404,691.0,41.0,8.0,109153.96000000002,3.0,1.0,1.0,148848.76,2.0,0.0,1
2405,626.0,45.0,8.0,144930.85871574518,1.0,1.0,0.0,192628.2945994564,1.0,1.0,1
2406,550.0,45.0,8.0,111257.58999999998,1.0,0.0,0.0,97623.42,2.0,0.0,1
2408,559.0,54.0,2.0,0.0,2.0,0.0,0.0,42352.958362267644,0.0,0.0,1
2412,739.0,40.0,8.0,0.0,1.0,1.0,0.0,191681.0206396308,0.0,0.0,1
2416,556.0,42.0,6.000000000000001,110898.4905449529,1.0,1.0,0.0,7870.047880696181,2.0,0.0,1
2419,724.0,34.0,6.000000000000001,118235.7,2.0,0.0,0.0,157137.23,2.0,1.0,1
2422,627.0,57.0,7.0,91093.18066916193,1.0,0.0,0.0,28686.76859021789,2.0,0.0,1
2425,534.0,38.0,3.0000000000000004,0.0,1.0,0.0,0.0,143938.27,0.0,1.0,1
2429,666.0,42.0,6.000000000000001,0.0,1.0,1.0,0.0,140427.1050396072,0.0,1.0,1
2430,624.0,50.0,9.0,167033.5176158826,1.0,0.0,0.0,93311.51954757034,1.0,0.0,1
2431,629.0,40.0,4.0,146621.60226598676,1.0,1.0,1.0,54929.24528112167,0.0,0.0,1
2432,589.0,46.0,4.0,120544.76738601281,1.0,1.0,0.0,177538.70635116767,2.0,0.0,1
2433,800.0,52.0,6.000000000000001,158418.72534068348,1.0,0.0,0.0,26822.59450849735,0.0,0.0,1
2434,603.0,45.0,8.0,104878.50193675236,1.0,0.0,0.0,67470.89864592064,0.0,1.0,1
2442,754.0,55.0,3.0000000000000004,161608.81,1.0,1.0,0.0,8080.850000000001,2.0,0.0,1
2443,650.0,40.0,1.0,0.0,1.0,0.0,0.0,177714.96996872287,0.0,1.0,1
2445,667.0,47.0,5.0,171673.85448019748,1.0,1.0,0.0,170935.93302470088,1.0,0.0,1
2450,579.0,36.0,6.000000000000001,117693.01828439147,1.0,0.0,0.0,95341.73263333313,0.0,0.0,1
2451,745.0,51.0,3.0000000000000004,99183.90000000001,1.0,1.0,1.0,28922.25,2.0,1.0,1
2454,582.0,57.0,3.0000000000000004,109238.49124914559,2.0,0.0,0.0,135629.50488740526,2.0,0.0,1
2457,687.0,29.0,6.000000000000001,100954.61234851652,1.0,0.0,0.0,32649.483128832264,2.0,0.0,1
2459,685.0,43.0,1.0,132667.17,1.0,1.0,1.0,41876.98,0.0,0.0,1
2468,741.0,44.0,8.0,120145.08994935795,2.0,0.0,0.0,149480.8873984987,2.0,1.0,1
2469,692.0,49.0,6.000000000000001,195160.76656213033,3.0,0.0,1.0,131088.5285053993,0.0,0.0,1
2470,719.0,54.0,3.0000000000000004,43673.39690591724,1.0,1.0,0.0,65945.54750852831,0.0,0.0,1
2471,558.0,53.0,2.0,124196.5896836482,1.0,0.0,1.0,90073.9912021687,2.0,1.0,1
2472,724.0,37.0,6.000000000000001,125489.4,1.0,1.0,0.0,118570.53,2.0,1.0,1
2473,604.0,30.0,3.0000000000000004,104735.96543361222,1.0,1.0,0.0,56381.56944221117,2.0,0.0,1
2475,682.0,37.0,3.0000000000000004,0.0,1.0,1.0,0.0,185431.81654435198,0.0,0.0,1
2477,654.0,43.0,7.0,115667.66281365459,1.0,0.0,0.0,73899.46570058959,2.0,0.0,1
2478,635.0,49.0,2.0,0.0,3.0,0.0,0.0,88326.04984171952,0.0,0.0,1
2480,654.0,32.0,2.0,0.0,1.0,1.0,1.0,51972.92,1.0,0.0,1
2481,590.0,31.0,7.0,0.0,1.0,0.0,0.0,183045.24037507296,0.0,0.0,1
2482,547.0,49.0,8.0,121537.71,2.0,1.0,0.0,46521.45,2.0,1.0,1
2483,711.0,53.0,5.0,123805.03,1.0,1.0,0.0,102428.51000000001,2.0,0.0,1
2484,705.0,59.0,3.0000000000000004,147331.46204751584,1.0,1.0,0.0,43699.596791388474,0.0,1.0,1
2485,482.0,43.0,5.0,129562.61712964921,1.0,1.0,0.0,177708.77341689917,1.0,0.0,1
2486,619.0,49.0,4.0,0.0,1.0,0.0,0.0,42431.168733993676,0.0,0.0,1
2488,624.0,49.0,3.0000000000000004,105627.61337868757,1.0,1.0,1.0,120720.6148349557,2.0,0.0,1
2490,677.0,43.0,3.0000000000000004,133214.88,2.0,1.0,1.0,95936.84,1.0,0.0,1
2493,601.0,39.0,2.0,72677.54650818992,1.0,1.0,0.0,41782.70948663155,0.0,0.0,1
2495,633.0,41.0,3.0000000000000004,0.0,1.0,1.0,0.0,50458.50501194342,0.0,0.0,1
2499,690.0,35.0,6.000000000000001,0.0,1.0,0.0,0.0,42100.43903580067,0.0,0.0,1
2500,572.0,47.0,2.0,0.0,2.0,1.0,0.0,36099.7,0.0,0.0,1
2501,573.0,47.0,5.0,0.0,1.0,0.0,0.0,108378.00469427524,0.0,1.0,1
2502,513.0,48.0,2.0,164385.5173448536,1.0,1.0,0.0,164030.01534806733,0.0,0.0,1
2504,629.0,30.0,2.0,34013.63,1.0,1.0,0.0,19570.63,1.0,0.0,1
2507,644.0,55.0,5.0,147021.20246642738,1.0,0.0,0.0,118816.73371534432,0.0,0.0,1
2510,724.0,44.0,6.000000000000001,165117.88900724886,1.0,1.0,0.0,84701.50698447478,1.0,0.0,1
2513,731.0,52.0,5.0,129773.23721607955,1.0,0.0,0.0,192652.93502806386,0.0,0.0,1
2515,629.0,56.0,3.0000000000000004,72073.61584556433,1.0,1.0,1.0,86783.27016926375,1.0,0.0,1
2517,831.0,48.0,2.0,131413.67423318553,1.0,0.0,0.0,194331.0577951454,0.0,0.0,1
2518,589.0,38.0,8.0,92219.21,1.0,1.0,0.0,99106.97,2.0,1.0,1
2519,746.0,58.0,3.0000000000000004,0.0,3.0,1.0,1.0,80344.96,0.0,1.0,1
2521,669.0,42.0,1.0,103873.39,1.0,1.0,0.0,148611.52,2.0,0.0,1
2522,664.0,44.0,7.0,77526.66,3.0,0.0,0.0,57338.56,1.0,1.0,1
2527,648.0,44.0,5.0,104537.05526004593,1.0,0.0,1.0,103744.5645367458,0.0,1.0,1
2530,766.0,27.0,5.0,126285.73,1.0,1.0,0.0,177614.17,2.0,1.0,1
2531,800.0,47.0,7.0,132563.5772606947,1.0,0.0,0.0,171136.49508637586,2.0,0.0,1
2533,643.0,46.0,7.0,143056.8478239375,1.0,0.0,0.0,188591.79353393448,2.0,1.0,1
2536,715.0,41.0,8.0,56214.850000000006,2.0,0.0,0.0,92982.61,0.0,0.0,1
2539,603.0,36.0,1.0,0.0,2.0,0.0,1.0,73929.92707792389,0.0,0.0,1
2541,682.0,29.0,6.000000000000001,101012.77,1.0,0.0,0.0,32589.89,2.0,0.0,1
2542,738.0,53.0,4.0,99027.89292530494,1.0,1.0,0.0,84213.9589844371,1.0,0.0,1
2543,579.0,44.0,8.0,106765.06927605724,1.0,0.0,0.0,79527.68347651079,2.0,0.0,1
2549,687.0,39.0,4.0,74380.79278441756,2.0,1.0,0.0,91658.64196088571,1.0,1.0,1
2551,782.0,30.0,9.0,0.0,1.0,1.0,0.0,19682.699317638206,0.0,0.0,1
2553,435.0,54.0,5.0,0.0,1.0,0.0,1.0,73563.8952244668,0.0,0.0,1
2554,621.0,50.0,0.0,148305.26275445856,1.0,1.0,0.0,46582.17307945738,1.0,0.0,1
2555,754.0,30.0,4.0,110785.85708981603,1.0,0.0,0.0,16214.279287424468,2.0,0.0,1
2556,430.0,36.0,4.0,97587.80561953537,1.0,1.0,0.0,118326.20973946637,0.0,0.0,1
2557,484.0,34.0,3.0000000000000004,136383.3596498045,1.0,0.0,0.0,150368.1124063163,2.0,0.0,1
2558,451.0,56.0,1.0,166014.2350183628,2.0,0.0,0.0,140079.94257870936,0.0,0.0,1
2559,724.0,49.0,6.000000000000001,112549.90062884045,1.0,1.0,1.0,153685.00773258315,0.0,0.0,1
2560,689.0,42.0,3.0000000000000004,117215.27928647882,1.0,1.0,0.0,122034.5032454187,1.0,0.0,1
2561,716.0,36.0,3.0000000000000004,129387.01172705335,1.0,1.0,0.0,14582.917276335013,0.0,0.0,1
2562,523.0,39.0,1.0,143903.11,1.0,1.0,1.0,118711.75000000001,2.0,0.0,1
2568,513.0,46.0,8.0,125149.51656186713,1.0,0.0,1.0,128795.04025709217,1.0,0.0,1
2570,680.0,47.0,4.0,137654.9295658549,1.0,1.0,1.0,72019.57316424836,2.0,0.0,1
2571,514.0,55.0,5.0,0.0,1.0,0.0,0.0,194407.17540045865,0.0,0.0,1
2572,547.0,42.0,1.0,142703.4,1.0,1.0,0.0,86207.49,2.0,0.0,1
2573,575.0,43.0,3.0000000000000004,0.0,1.0,1.0,0.0,83594.51,1.0,1.0,1
2574,764.0,40.0,9.0,100480.53,1.0,1.0,0.0,124095.69,0.0,0.0,1
2575,657.0,58.0,8.0,92834.94639949004,1.0,0.0,0.0,28136.723299226112,2.0,1.0,1
2580,676.0,48.0,3.0000000000000004,80697.44,1.0,0.0,0.0,101397.86,2.0,1.0,1
2581,802.0,51.0,7.0,0.0,1.0,0.0,1.0,40855.79,1.0,1.0,1
2583,487.0,43.0,5.0,103904.57992963088,1.0,0.0,1.0,185021.03009149115,2.0,0.0,1
2584,676.0,49.0,1.0,0.0,1.0,1.0,0.0,79342.31,0.0,0.0,1
2586,795.0,62.0,1.0,110332.43318698477,1.0,0.0,0.0,37378.9697290948,0.0,0.0,1
2587,704.0,45.0,4.0,95783.1364743591,1.0,0.0,0.0,152618.44770715607,1.0,1.0,1
2590,648.0,32.0,8.0,157138.99,3.0,1.0,0.0,190994.48,2.0,0.0,1
2592,711.0,42.0,7.0,55713.89406221832,2.0,0.0,0.0,93421.51459308893,0.0,0.0,1
2593,613.0,49.0,4.0,117958.43111910233,1.0,0.0,0.0,128446.9322749901,0.0,1.0,1
2600,604.0,56.0,1.0,0.0,2.0,1.0,0.0,66628.02489371414,1.0,0.0,1
2602,691.0,52.0,3.0000000000000004,0.0,1.0,1.0,0.0,175843.68,0.0,1.0,1
2604,678.0,43.0,7.0,178074.33,1.0,0.0,0.0,110405.89999999998,0.0,0.0,1
2608,621.0,38.0,7.0,158842.76956739757,2.0,1.0,0.0,12885.431209022765,0.0,0.0,1
2611,644.0,44.0,8.0,106022.73,2.0,0.0,0.0,148727.42,2.0,0.0,1
2612,686.0,41.0,10.0,0.0,1.0,1.0,0.0,133086.45,0.0,0.0,1
2614,678.0,41.0,2.0,70432.03605881137,1.0,0.0,1.0,115293.53974302074,0.0,0.0,1
2615,782.0,53.0,3.0000000000000004,0.0,1.0,1.0,0.0,159212.38735086657,0.0,1.0,1
2617,772.0,57.0,3.0000000000000004,127312.94233937314,1.0,1.0,0.0,96511.24850252179,2.0,0.0,1
2618,763.0,39.0,4.0,118135.55999403067,1.0,0.0,1.0,50408.93385678212,2.0,0.0,1
2620,655.0,47.0,4.0,120509.1367914381,1.0,1.0,0.0,24890.19976999747,2.0,0.0,1
2622,513.0,37.0,4.0,0.0,1.0,1.0,1.0,55846.14101312227,0.0,0.0,1
2623,644.0,46.0,9.0,95441.27,1.0,1.0,0.0,108761.05,0.0,0.0,1
2630,722.0,58.0,5.0,0.0,1.0,0.0,1.0,13251.784081636744,0.0,0.0,1
2631,666.0,51.0,1.0,187632.1333909079,1.0,0.0,0.0,111929.7960645355,1.0,0.0,1
2634,555.0,51.0,5.0,0.0,3.0,1.0,0.0,189122.89,0.0,1.0,1
2637,395.0,34.0,5.0,106011.58999999998,1.0,1.0,1.0,17376.57,2.0,0.0,1
2638,548.0,38.0,7.0,150555.78734086463,1.0,0.0,0.0,166666.61637307584,0.0,0.0,1
2639,532.0,48.0,2.0,70832.02152305689,2.0,0.0,0.0,146140.9280566962,1.0,0.0,1
2640,569.0,41.0,4.0,139840.36,1.0,1.0,1.0,163524.7,1.0,0.0,1
2641,588.0,36.0,7.0,0.0,1.0,0.0,0.0,143139.5756586922,0.0,0.0,1
2642,627.0,32.0,3.0000000000000004,0.0,1.0,1.0,0.0,10939.604630634205,0.0,0.0,1
2646,509.0,52.0,9.0,93292.64426433026,1.0,1.0,0.0,154985.1770340744,2.0,0.0,1
2648,485.0,51.0,7.0,144244.59,2.0,1.0,0.0,51113.14,2.0,1.0,1
2649,581.0,39.0,3.0000000000000004,0.0,1.0,0.0,0.0,172636.88318421098,0.0,0.0,1
2653,623.0,42.0,1.0,0.0,1.0,0.0,0.0,52640.95448250615,0.0,1.0,1
2656,591.0,49.0,4.0,89694.29841276674,2.0,0.0,0.0,62259.01037122442,1.0,0.0,1
2657,706.0,33.0,7.0,101111.77482466593,1.0,0.0,0.0,33674.409174518194,2.0,0.0,1
2658,590.0,48.0,10.0,142899.77285576437,1.0,1.0,0.0,166143.83134056936,2.0,0.0,1
2659,613.0,41.0,2.0,54774.673657868996,1.0,1.0,0.0,110222.37187150173,0.0,0.0,1
2662,676.0,44.0,6.000000000000001,96218.23578094853,1.0,1.0,0.0,108227.98821320543,0.0,0.0,1
2663,665.0,43.0,1.0,103143.50495290197,1.0,1.0,0.0,32416.813079347903,1.0,0.0,1
2670,587.0,40.0,4.0,150288.04261071302,1.0,1.0,0.0,175348.73419898417,1.0,1.0,1
2671,605.0,64.0,9.0,126287.98438418463,2.0,0.0,0.0,7925.525848363906,2.0,1.0,1
2674,548.0,40.0,4.0,77248.22507774468,1.0,1.0,0.0,166151.5755441109,0.0,0.0,1
2677,665.0,52.0,9.0,0.0,1.0,0.0,0.0,191118.63416393596,0.0,0.0,1
2678,502.0,42.0,6.000000000000001,104569.50853414308,1.0,0.0,0.0,81101.56163768361,1.0,0.0,1
2679,614.0,41.0,7.0,179915.85,1.0,0.0,0.0,14666.349999999999,1.0,0.0,1
2680,850.0,47.0,6.000000000000001,0.0,1.0,1.0,0.0,187391.02,0.0,1.0,1
2681,569.0,42.0,9.0,146100.75,1.0,1.0,0.0,32574.010000000002,2.0,0.0,1
2682,579.0,47.0,2.0,102601.93834850726,2.0,1.0,0.0,68702.57511572153,2.0,0.0,1
2684,635.0,44.0,3.0000000000000004,0.0,1.0,1.0,0.0,170442.9680373846,0.0,0.0,1
2685,627.0,41.0,4.0,66555.31362108508,1.0,0.0,1.0,25085.426253399044,1.0,0.0,1
2686,622.0,37.0,4.0,86638.16371701131,2.0,0.0,0.0,163085.20906622434,1.0,0.0,1
2687,559.0,48.0,2.0,0.0,1.0,1.0,0.0,114453.60010004192,0.0,0.0,1
2688,593.0,32.0,5.0,121246.3458548087,3.0,0.0,0.0,42024.98277424947,1.0,1.0,1
2689,755.0,32.0,3.0000000000000004,162177.0890855923,1.0,0.0,0.0,153544.3065137247,1.0,0.0,1
2693,665.0,43.0,7.0,0.0,1.0,0.0,0.0,73047.57190126115,0.0,0.0,1
2694,621.0,41.0,5.0,133948.37646984606,1.0,0.0,0.0,176165.3208726038,2.0,1.0,1
2695,578.0,40.0,6.000000000000001,63609.920000000006,1.0,0.0,0.0,74965.61,1.0,1.0,1
2696,606.0,42.0,2.0,91322.63338711612,1.0,0.0,0.0,190914.0460803379,1.0,0.0,1
2697,533.0,48.0,7.0,103052.94859256916,1.0,0.0,0.0,186998.16481667623,2.0,0.0,1
2698,643.0,35.0,6.000000000000001,99023.38234822017,1.0,1.0,0.0,138832.46756423806,2.0,0.0,1
2699,802.0,45.0,8.0,180010.24205814864,1.0,0.0,0.0,13707.943155480194,0.0,1.0,1
2700,656.0,32.0,4.0,0.0,1.0,1.0,0.0,121448.17939859386,0.0,0.0,1
2704,758.0,40.0,5.0,93499.82,2.0,0.0,0.0,123218.81,1.0,0.0,1
2705,639.0,30.0,1.0,122167.40376880723,1.0,0.0,0.0,102658.61815553963,2.0,0.0,1
2707,568.0,46.0,7.0,105900.98567949406,1.0,0.0,0.0,163439.79682051713,1.0,0.0,1
2709,750.0,50.0,3.0000000000000004,126120.31596608658,1.0,0.0,0.0,70300.02943058839,0.0,0.0,1
2710,668.0,39.0,6.000000000000001,137832.84131628723,2.0,0.0,0.0,150987.96788602916,2.0,0.0,1
2713,740.0,46.0,1.0,105569.12051010029,1.0,1.0,0.0,34920.24344572545,0.0,0.0,1
2715,591.0,50.0,4.0,72606.65933088415,1.0,1.0,0.0,86973.12904357954,1.0,1.0,1
2720,643.0,61.0,5.0,0.0,1.0,1.0,0.0,28104.102559893498,0.0,0.0,1
2721,678.0,50.0,3.0000000000000004,103863.60247648256,1.0,1.0,0.0,120797.37607334215,2.0,0.0,1
2723,778.0,46.0,3.0000000000000004,109184.2373315737,2.0,0.0,0.0,184019.73743754099,1.0,0.0,1
2724,624.0,46.0,7.0,110819.26066584949,1.0,1.0,0.0,152299.5545905575,2.0,0.0,1
2727,598.0,43.0,8.0,75377.55871554077,1.0,1.0,0.0,27016.78073715717,1.0,0.0,1
2728,742.0,55.0,5.0,155196.17,1.0,0.0,1.0,121207.66,2.0,1.0,1
2729,729.0,40.0,1.0,93004.55909959097,1.0,0.0,0.0,72224.97193373625,2.0,0.0,1
2734,680.0,36.0,3.0000000000000004,0.0,1.0,0.0,0.0,172826.20797044918,0.0,0.0,1
2735,646.0,42.0,3.0000000000000004,117433.38781311063,1.0,1.0,0.0,5249.947109059651,0.0,0.0,1
2737,689.0,48.0,5.0,111782.36502836118,1.0,0.0,0.0,52408.122081218666,1.0,0.0,1
2739,523.0,33.0,4.0,0.0,1.0,1.0,0.0,55328.746946407715,0.0,1.0,1
2740,718.0,47.0,7.0,119350.99080466796,2.0,0.0,0.0,59782.51530433427,0.0,0.0,1
2741,574.0,36.0,4.0,77967.5,1.0,1.0,0.0,167066.95,1.0,1.0,1
2742,647.0,49.0,8.0,77086.81458355219,3.0,1.0,0.0,196576.71593912487,0.0,0.0,1
2744,615.0,61.0,1.0,104267.7,1.0,1.0,0.0,62845.64,0.0,0.0,1
2745,778.0,47.0,6.000000000000001,127299.33999999998,2.0,1.0,0.0,124694.98999999999,1.0,0.0,1
2747,726.0,43.0,8.0,96649.71781008234,1.0,1.0,0.0,181586.5663472686,2.0,0.0,1
2748,557.0,50.0,2.0,0.0,1.0,0.0,0.0,65682.30940709876,0.0,0.0,1
2749,628.0,46.0,6.000000000000001,141906.32846751748,1.0,1.0,0.0,49618.24428400663,2.0,0.0,1
2753,828.0,25.0,7.0,144351.86,1.0,1.0,0.0,116613.26,2.0,0.0,1
2754,629.0,54.0,5.0,0.0,1.0,0.0,0.0,91932.14022293873,0.0,0.0,1
2757,712.0,40.0,4.0,0.0,1.0,1.0,0.0,26124.407371665096,0.0,0.0,1
2758,616.0,37.0,6.000000000000001,0.0,2.0,1.0,0.0,86242.18,0.0,0.0,1
2760,698.0,37.0,3.0000000000000004,162044.97384835558,1.0,0.0,0.0,152548.23317455925,0.0,0.0,1
2769,538.0,52.0,5.0,114429.45562304572,1.0,1.0,0.0,180359.5159274214,2.0,1.0,1
2772,569.0,34.0,6.000000000000001,144855.34,1.0,0.0,0.0,196555.32,1.0,0.0,1
2773,545.0,33.0,7.0,173331.52,1.0,1.0,0.0,150452.88,1.0,0.0,1
2777,664.0,46.0,2.0,0.0,1.0,1.0,1.0,177423.02,0.0,1.0,1
2778,656.0,33.0,8.0,0.0,2.0,0.0,0.0,155487.27238070325,0.0,0.0,1
2782,470.0,45.0,4.0,111913.00063182911,2.0,0.0,0.0,197434.14819749258,2.0,0.0,1
2783,571.0,49.0,4.0,180614.04,1.0,0.0,0.0,523.0,0.0,1.0,1
2784,647.0,48.0,3.0000000000000004,0.0,1.0,1.0,0.0,137216.75772723806,0.0,0.0,1
2786,767.0,54.0,3.0000000000000004,0.0,1.0,0.0,0.0,52875.78646955714,0.0,0.0,1
2788,707.0,49.0,10.0,0.0,1.0,1.0,0.0,82967.97,0.0,0.0,1
2790,507.0,35.0,3.0000000000000004,0.0,1.0,1.0,0.0,146326.19644471144,0.0,0.0,1
2791,630.0,42.0,5.0,153889.7639877458,1.0,0.0,0.0,35478.341575501734,0.0,1.0,1
2792,654.0,40.0,6.000000000000001,0.0,1.0,0.0,0.0,183872.88,0.0,1.0,1
2793,782.0,41.0,4.0,0.0,1.0,1.0,0.0,132943.88,1.0,0.0,1
2794,531.0,42.0,6.000000000000001,75302.85,2.0,0.0,0.0,57034.350000000006,1.0,0.0,1
2796,626.0,52.0,0.0,0.0,2.0,1.0,0.0,32159.46,0.0,0.0,1
2798,498.0,46.0,1.0,91857.66,1.0,1.0,0.0,101954.78,0.0,1.0,1
2800,762.0,51.0,3.0000000000000004,99286.98000000001,1.0,0.0,1.0,85578.63,0.0,0.0,1
2804,442.0,45.0,2.0,139275.40830751887,1.0,0.0,0.0,37923.493947394345,1.0,0.0,1
2805,627.0,40.0,5.0,123166.7083282233,1.0,0.0,0.0,46884.940429785755,2.0,0.0,1
2807,556.0,51.0,8.0,61354.14,1.0,1.0,0.0,198810.65,0.0,0.0,1
2812,574.0,52.0,7.0,115532.52,1.0,1.0,0.0,196257.67,1.0,1.0,1
2813,678.0,55.0,4.0,129646.90999999999,1.0,1.0,1.0,184125.1,2.0,1.0,1
2815,588.0,34.0,2.0,164696.42196086462,2.0,1.0,1.0,27284.202415568066,0.0,0.0,1
2819,637.0,46.0,2.0,143500.82,1.0,1.0,0.0,166996.46,2.0,0.0,1
2822,749.0,40.0,3.0000000000000004,0.0,1.0,1.0,0.0,35508.59892298332,1.0,0.0,1
2825,757.0,31.0,1.0,127320.36,3.0,1.0,0.0,163170.32,2.0,1.0,1
2829,741.0,37.0,1.0,0.0,1.0,1.0,0.0,44412.82788179711,1.0,0.0,1
2831,700.0,59.0,5.0,137648.41,1.0,1.0,0.0,142977.05,2.0,0.0,1
2832,617.0,56.0,2.0,137983.17207088365,1.0,0.0,0.0,72421.9491924316,1.0,0.0,1
2833,647.0,43.0,7.0,125726.34612688638,1.0,1.0,0.0,172628.42209627788,0.0,0.0,1
2837,752.0,46.0,2.0,111482.86816563182,2.0,0.0,0.0,159594.57838304236,2.0,0.0,1
2838,676.0,33.0,6.000000000000001,171490.78,1.0,0.0,0.0,79099.64,0.0,1.0,1
2839,560.0,48.0,5.0,108946.09328528681,1.0,1.0,0.0,6155.395847933436,2.0,0.0,1
2840,646.0,39.0,3.0000000000000004,0.0,1.0,1.0,0.0,130340.85442382433,0.0,0.0,1
2841,601.0,42.0,1.0,98495.72,1.0,1.0,0.0,40014.76,2.0,1.0,1
2847,724.0,34.0,3.0000000000000004,132352.69,1.0,1.0,0.0,80320.3,0.0,0.0,1
2850,628.0,50.0,3.0000000000000004,148348.04098761154,1.0,1.0,0.0,158664.52654363608,0.0,0.0,1
2853,602.0,26.0,8.0,113674.20000000001,1.0,1.0,0.0,197861.16,2.0,0.0,1
2854,554.0,38.0,8.0,114449.3277688947,1.0,1.0,0.0,135916.40798656436,2.0,0.0,1
2855,740.0,43.0,8.0,0.0,1.0,1.0,0.0,32812.14438464969,0.0,0.0,1
2857,518.0,50.0,3.0000000000000004,0.0,1.0,0.0,0.0,135796.52955430132,1.0,0.0,1
2858,635.0,53.0,8.0,117005.55,1.0,0.0,1.0,123646.57,2.0,1.0,1
2860,475.0,39.0,6.000000000000001,0.0,1.0,1.0,1.0,56999.9,0.0,1.0,1
2861,735.0,53.0,8.0,123845.36,2.0,0.0,1.0,170454.93,0.0,0.0,1
2862,579.0,48.0,7.0,139273.72887258237,1.0,1.0,0.0,198291.3057999686,1.0,0.0,1
2864,591.0,42.0,4.0,112128.8113634504,1.0,0.0,0.0,177043.72277549465,2.0,0.0,1
2865,639.0,44.0,6.000000000000001,0.0,1.0,0.0,0.0,95965.270252545,0.0,0.0,1
2868,642.0,59.0,8.0,126752.07450211939,2.0,0.0,0.0,7589.559484473302,2.0,0.0,1
2870,780.0,42.0,6.000000000000001,81845.171626153,3.0,0.0,0.0,59013.019189366525,1.0,1.0,1
2874,747.0,47.0,5.0,139914.6,4.0,0.0,1.0,129964.56,0.0,0.0,1
2876,779.0,41.0,3.0000000000000004,129310.27865691514,3.0,0.0,0.0,75542.28960015006,0.0,0.0,1
2879,747.0,50.0,8.0,99562.2808368528,2.0,1.0,0.0,79211.50052427866,2.0,0.0,1
2883,659.0,55.0,6.000000000000001,0.0,2.0,0.0,0.0,112499.7600104672,0.0,0.0,1
2884,729.0,40.0,3.0000000000000004,55978.7496203133,2.0,0.0,1.0,95609.6434198244,0.0,0.0,1
2888,572.0,45.0,8.0,108820.57891962255,1.0,0.0,0.0,127176.92047574943,2.0,1.0,1
2890,603.0,44.0,6.000000000000001,108122.39,2.0,1.0,0.0,108488.33000000002,2.0,1.0,1
2892,541.0,45.0,4.0,66825.49050265746,1.0,0.0,0.0,191577.75890079598,0.0,1.0,1
2893,480.0,44.0,10.0,129608.57,1.0,1.0,0.0,5472.7,2.0,1.0,1
2894,446.0,45.0,10.0,125191.69,1.0,1.0,1.0,128260.86,1.0,0.0,1
2895,692.0,57.0,5.0,101108.735260714,1.0,0.0,0.0,177460.2672223019,0.0,0.0,1
2896,558.0,51.0,8.0,0.0,1.0,0.0,0.0,175142.2739091844,0.0,0.0,1
2897,456.0,51.0,6.000000000000001,143235.7389148565,2.0,1.0,0.0,142044.2904932762,1.0,0.0,1
2898,574.0,43.0,1.0,0.0,1.0,0.0,0.0,83672.59806486891,1.0,0.0,1
2899,684.0,63.0,3.0000000000000004,81245.79,1.0,1.0,0.0,69643.31,2.0,0.0,1
2903,655.0,63.0,5.0,116989.18919267559,1.0,0.0,0.0,156219.3576309042,2.0,0.0,1
2905,525.0,47.0,1.0,118087.68000000001,1.0,1.0,0.0,88120.78,2.0,0.0,1
2906,450.0,46.0,5.0,177619.71,1.0,1.0,0.0,54227.060000000005,1.0,0.0,1
2909,722.0,49.0,3.0000000000000004,168197.66,1.0,1.0,0.0,140765.57,0.0,0.0,1
2910,581.0,43.0,5.0,93259.57,3.0,1.0,0.0,141035.65,2.0,0.0,1
2911,756.0,44.0,10.0,137452.09,1.0,1.0,0.0,189543.9,2.0,1.0,1
